Code	Color	Name	MainType	UMLS	NCI	Tissue	Parent
MDSGA	LightSalmon	Myelodysplastic Neoplasm with Defining Genetic Abnormalities	Myeloid Proliferations and Neoplasms			Hematopoietic	MDS
MDSLBSF3B1	LightSalmon	Myelodysplastic Neoplasm with Low Blasts and SF3B1 Mutation	Myelodysplastic Neoplasm with Low Blasts			Hematopoietic	MDSGA
MDSBTP3	LightSalmon	Myelodysplastic Neoplasm with Biallelic TP53 Inactivation	Myeloid Proliferations and Neoplasms			Hematopoietic	MDSGA
MDSDM	LightSalmon	Myelodysplastic Neoplasm Defined Morphologically	Myeloid Proliferations and Neoplasms			Hematopoietic	MDS
MDSLB	LightSalmon	Myelodysplastic Neoplasm with Low Blasts	Myeloid Proliferations and Neoplasms			Hematopoietic	MDSDM
MDSH	LightSalmon	Myelodysplastic Neoplasm, Hypoplastic	Myeloid Proliferations and Neoplasms			Hematopoietic	MDSDM
MDSBF	LightSalmon	Myelodysplastic Neoplasm with Increased Blasts and Fibrosis	Myeloid Proliferations and Neoplasms			Hematopoietic	MDSEB
CMDSLBH	LightSalmon	Childhood Myelodysplastic Neoplasm with Low Blasts, Hypocellular	Myeloid Proliferations and Neoplasms			Hematopoietic	RCYC
CMDSB	LightSalmon	Childhood Myelodysplastic Neoplasm with Increased Blasts	Myeloid Proliferations and Neoplasms			Hematopoietic	MDSC
MDCMML	LightSalmon	Myelodysplastic Chronic Myelomonocytic Leukemia	Leukemia			Hematopoietic	CMML
MPCMML	LightSalmon	Myeloproliferative Chronic Myelomonocytic Leukemia	Leukemia			Hematopoietic	CMML
AMLKMT2A	LightSalmon	AML with KMT2A Rearrangement	Leukemia			Hematopoietic	AMLRGA
AMLMECOM	LightSalmon	AML with MECOM Rearrangement	Leukemia			Hematopoietic	AMLRGA
AMLNUP98	LightSalmon	AML with NUP98 Rearrangement	Leukemia			Hematopoietic	AMLRGA
AMLOGA	LightSalmon	AML with Other Defined Genetic Alterations	Leukemia			Hematopoietic	AMLRGA
AMLCBFA2T3GLIS2	LightSalmon	AML with CBFA2T3-GLIS2 Fusion	Leukemia			Hematopoietic	AMLOGA
AMLKAT6ACREBBP	LightSalmon	AML with KAT6A-CREBBP Fusion	Leukemia			Hematopoietic	AMLOGA
AMLFUSERG	LightSalmon	AML with FUS-ERG Fusion	Leukemia			Hematopoietic	AMLOGA
AMLMNX1ETV6	LightSalmon	AML with MNX1-ETV6 Fusion	Leukemia			Hematopoietic	AMLOGA
AMLNPM1MLF1	LightSalmon	AML with NPM1-MLF1 Fusion	Leukemia			Hematopoietic	AMLOGA
MNPAPC	LightSalmon	Myeloid Neoplasms and Proliferations Associated with Antecedent or Predisposing Conditions	Leukemia			Hematopoietic	SMNS
MNPCT	LightSalmon	Myeloid Neoplasm Post Cytotoxic Therapy	Leukemia			Hematopoietic	MNPAPC
MDSPCT	LightSalmon	Myelodysplastic Neoplasm Post Cytotoxic Therapy	Leukemia			Hematopoietic	MNPCT
MDMPNPCT	LightSalmon	Myelodysplastic/Myeloproliferative Neoplasm Post Cytotoxic Therapy	Leukemia			Hematopoietic	MNPCT
AMLPCT	LightSalmon	AML Post Cytotoxic Therapy	Leukemia			Hematopoietic	MNPCT
MLNFLT3	LightSalmon	Myeloid/Lymphoid Neoplasm with FLT3 Rearrangement	Leukemia			Hematopoietic	MLNER
MLNETV6ABL1	LightSalmon	Myeloid/Lymphoid Neoplasm with ETV6-ABL1 Fusion	Leukemia			Hematopoietic	MLNER
MLNTKF	LightSalmon	Myeloid/Lymphoid Neoplasms with Other Tyrosine Kinase Fusion Genes	Leukemia			Hematopoietic	MLNER
ALALODGA	LightSalmon	Acute Leukemia of Ambiguous Lineage with Other Defined Genetic Alterations	Leukemia			Hematopoietic	ALALDGA
MPALZNF384	LightSalmon	Mixed-Phenotype Acute Leukemia with ZNF384 Rearrangement	Leukemia			Hematopoietic	ALALODGA
ALALBCL11B	LightSalmon	Acute Leukemia of Ambiguous Lineage with BCL11B Rearrangement	Leukemia			Hematopoietic	ALALODGA
MPALR	LightSalmon	Mixed-Phenotype Acute Leukemia, Rare Types	Leukemia			Hematopoietic	ALALDI
MPALBT	LightSalmon	Mixed-Phenotype Acute Leukemia, B/T	Leukemia			Hematopoietic	MPALR
MPALBTM	LightSalmon	Mixed-Phenotype Acute Leukemia, B/T/Myeloid	Leukemia			Hematopoietic	MPALR
MPALTMK	LightSalmon	Mixed-Phenotype Acute Leukemia, T/Megakaryocytic	Leukemia			Hematopoietic	MPALR
ALALNOS	LightSalmon	Acute Leukemia of Ambiguous Lineage, NOS	Leukemia			Hematopoietic	ALALDI
TLTP	LimeGreen	Tumor-Like Lesions with T-Cell Predominance	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	TNLPL
KFD	LimeGreen	Kikuchi–Fujimoto Disease	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	TLTP
ALPS	LimeGreen	Autoimmune Lymphoproliferative Syndrome	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	TLTP
ALPSGFAS	LimeGreen	ALPS with Germline Homozygous or Heterozygous FAS Mutation	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ALPS
ALPSSFAS	LimeGreen	ALPS with Somatic FAS Mutation	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ALPS
ALPSOGM	LimeGreen	ALPS with Other Specified FAS-Pathway Germline Mutation (FASLG, CASP10, CASP8, FADD)	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ALPS
ALPSUM	LimeGreen	ALPS with Unknown Underlying Mutation	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ALPS
ITLP	LimeGreen	Indolent T-Lymphoblastic Proliferation	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	TLTP
TLLNOS	LimeGreen	T-Lymphoblastic Leukemia/Lymphoma, NOS	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	TLL
SATL	LimeGreen	Smouldering Adult T-Cell Leukemia/Lymphoma	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ATLL
CATL	LimeGreen	Chronic Adult T-Cell Leukemia/Lymphoma	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ATLL
LATCL	LimeGreen	Lymphoma Adult T-Cell Leukemia/Lymphoma	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ATLL
AATL	LimeGreen	Acute Adult T-Cell Leukemia/Lymphoma	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ATLL
FMF	LimeGreen	Folliculotropic Mycosis Fungoides	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	MYCF
PR	LimeGreen	Pagetoid Reticulosis	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	MYCF
GSSD	LimeGreen	Granulomatous Slack Skin Disease	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	MYCF
PMCTLD	LimeGreen	Primary Mucosal CD30-Positive T-Cell Lymphoproliferative Disorder	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	PCLPD
LYPDUSP22	LimeGreen	Lymphomatoid Papulosis with DUSP22 Locus Rearrangement	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	PCLPD
PCPTL	LimeGreen	Primary Cutaneous Peripheral T-Cell Lymphoma, NOS	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	PCTLPL
INKLDGI	LimeGreen	Indolent NK-Cell Lymphoproliferative Disorder of The Gastrointestinal Tract	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ITNLPL
ITLNOS	LimeGreen	Intestinal T-cell Lymphoma, NOS	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	ITNLPL
NTFHLFT	LimeGreen	Nodal T Follicular Helper Cell Lymphoma, Follicular Type	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	FTCL
EBVNTNL	LimeGreen	EBV-Positive Nodal T- and NK-Cell Lymphoma	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	EBVTNL
SMBA	LimeGreen	Severe Mosquito Bite Allergy	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	EBVTNLPLC
SCAEBVD	LimeGreen	Systemic Chronic Active EBV-Positive Disease	T-cell and NK-cell lymphoid proliferations and lymphomas			Hematopoietic	EBVTNLPLC
TLLB	LimeGreen	Tumor Like Lesions with B-Cell Predominance	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLPL
RBRLPL	LimeGreen	Reactive B-Cell-Rich Lymphoid Proliferations That Can Mimic Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	TLLB
IGG4D	LimeGreen	IgG4-Related Disease	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	TLLB
UCMD	LimeGreen	Unicentric Castleman Disease	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	TLLB
IMCMD	LimeGreen	Idiopathic Multicentric Castleman Disease	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	TLLB
KHMCMD	LimeGreen	KSHV/HHV8-Associated Multicentric Castleman Disease	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	TLLB
BLLHYPONH	LimeGreen	B-Lymphoblastic Leukemia/Lymphoma With Hypodiploidy, Near-Haploid	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLHYPO
BLLHYPOLH	LimeGreen	B-Lymphoblastic Leukemia/Lymphoma With Hypodiploidy, Low Hypodiploid	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLHYPO
BLLHYPOHH	LimeGreen	B-Lymphoblastic Leukemia/Lymphoma With Hypodiploidy, High Hypodiploid	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLHYPO
BLLETV6RUNX1LF	LimeGreen	B-Lymphoblastic Leukemia/Lymphoma with ETV6-RUNX1 Like Features	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLL
BLLTCF3HLF	LimeGreen	B-Lymphoblastic Leukemia/Lymphoma with TCF3-HLF Fusion	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLL
BLLODGA	LimeGreen	B-Lymphoblastic Leukemia/Lymphoma with Other Defined Genetic Alterations	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLL
BLLDUX4	LimeGreen	B-Lymphoblastic Leukemia with DUX4 Rearrangment	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLODGA
BLLMEF2D	LimeGreen	B-Lymphoblastic Leukemia with MEF2D Rearrangment	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLODGA
BLLZNF384	LimeGreen	B-Lymphoblastic Leukemia with ZNF384 Rearrangment	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLODGA
BLLPAX5ALT	LimeGreen	B-Lymphoblastic Leukemia with PAX5alt	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLODGA
BLLPAX5P80R	LimeGreen	B-Lymphoblastic Leukemia with PAX5 p.P80R	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLODGA
BLLNUTM1	LimeGreen	B-Lymphoblastic Leukemia with NUTM1 Rearrangment	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLODGA
BLLMYC	LimeGreen	B-Lymphoblastic Leukemia with MYC Rearrangment	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BLLODGA
MBLCLL	LimeGreen	Monoclonal B-Cell Lymphocytosis, Chronic Lymphocytic Leukemia Type	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MCBCL
MBLLCCBE	LimeGreen	Monoclonal B-Cell Lymphocytosis, Low Count or Clonal B-Cell Expansion (Chronic Lymphocytic Leukemia / Small Lymphocytic Lymphoma Type)	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MBLCLL
MBLNCLLT	LimeGreen	Monoclonal B-Cell Lymphocytosis, Non-Chronic Lymphocytic Leukemia Type	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MCBCL
SBLPN	LimeGreen	Splenic B-Cell Lymphoma/Leukemia with Prominent Nucleoli	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	SBLU
IGMLLWM	LimeGreen	IgM-Type Lymphoplasmacytic Lymphoma/ Waldenstrom Macroglobulinaemia	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	WM
NIGMLLWM	LimeGreen	Non-IgM-Type Lymphoplasmacytic Lymphoma/ Waldenstrom Macroglobulinaemia	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	WM
IPSID	LimeGreen	Immunoproliferative Small Intestinal Disease (Alpha Heavy Chain Disease)	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	EMALT
PCMZL	LimeGreen	Primary Cutaneous Marginal Zone Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MZL
PCMZLHC	LimeGreen	Primary Cutaneous Marginal Zone Lymphoma, Heavy Chain Class-Switched Form (IgG+, IgA+, or IgE+)	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PCMZL
PCMCLNC	LimeGreen	Primary Cutaneous Marginal Zone Lymphoma, Non-Class-Switched Form (IgM+)	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PCMZL
PNMZL	LimeGreen	Pediatric Nodal Marginal Zone Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MZL
FLBCL	LimeGreen	Follicular Large B-Cell Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	FL
FLUF	LimeGreen	Follicular Lymphoma With Unusual Cytological Features	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	FL
CD1PMCL	LimeGreen	Cyclin D1-Positive Mantle Cell Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MCL
CD1NMCL	LimeGreen	Cyclin D1-Negative Mantle Cell Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MCL
LNNMCL	LimeGreen	Leukemic Non-Nodal Mantle Cell Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MCL
DLBCLCS	LimeGreen	DLBCL, Centroblastic Subtype	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	DLBCLNOS
DLBCLIS	LimeGreen	DLBCL, Immunoblastic Subtype	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	DLBCLNOS
DLBCLAS	LimeGreen	DLBCL, Anaplastic Subtype	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	DLBCLNOS
DLBCLMYCBCL6	LimeGreen	DLBCL With MYC And BCL6 Rearrangements	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	DLBCLNOS
THRLBCLDN	LimeGreen	T-Cell/Histiocyte-Rich Large B-Cell Lymphoma, De Novo	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	THRLBCL
THRLBCLP	LimeGreen	T-Cell/Histiocyte-Rich Large B-Cell Lymphoma, Progressed From Nodular Lymphocyte-Predominant Hodgkin Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	THRLBCL
LYG1	LimeGreen	Lymphomatoid Granulomatosis, Grade 1	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LYG
LYG2	LimeGreen	Lymphomatoid Granulomatosis, Grade 2	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LYG
LYG3	LimeGreen	Lymphomatoid Granulomatosis, Grade 3	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LYG
FALBCL	LimeGreen	Fibrin-Associated Large B-Cell Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LBL
FOLBCL	LimeGreen	Fluid Overload-Associated Large B-Cell Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LBL
PVRL	LimeGreen	Primary Large B-Cell Lymphoma Of The Vitreoretina	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PLBIPS
PTL	LimeGreen	Primary Large B-Cell Lymphoma Of The Testis	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PLBIPS
EBVPBL	LimeGreen	EBV-Associated Burkitt Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BL
EBVNBL	LimeGreen	EBV-Negative Burkitt Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	BL
EPEL	LimeGreen	Extracavitary Primary Effusion Lymphoma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PEL
KSHVHHV8GLD	LimeGreen	KSHV/HHV8-Positive Germinotropic Lymphoproliferative Disorder	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	KSHVHHV8BLPL
HIDD	LimeGreen	Hyperplasias Arising in Immune Deficiency/Dysregulation	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LPLIDD
PLPDIDD	LimeGreen	Polymorphic Lymphoproliferative Disorders Arising in Immune Deficiency/Dysregulation	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LPLIDD
LIDD	LimeGreen	Lymphomas Arising Iin Immune Deficiency/Dysregulation	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LPLIDD
IEILPD	LimeGreen	Inborn Error of Immunity-Associated Lymphoid Proliferations and Lymphomas	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	LPLIDD
CAD	LimeGreen	Cold Agglutinin Disease	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MGUS
MGUSIGD	LimeGreen	IgD Monoclonal Gammopathy of Undetermined Significance	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	NMGUSIGM
MGUSIGE	LimeGreen	IgE Monoclonal Gammopathy of Undetermined Significance	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	NMGUSIGM
LCMGUS	LimeGreen	Light Chain Monoclonal Gammopathy of Undetermined Significance	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	NMGUSIGM
MGRS	LimeGreen	Monoclonal Gammopathy of Renal Significance	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MGUS
SMIDDA	LimeGreen	Systemic AL Amyloidosis	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MIDDA
LMIDDA	LimeGreen	Localized AL Amyloidosis	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MIDDA
HMIDDA	LimeGreen	Heavy Chain AL Amyloidosis	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MIDDA
LCDD	LimeGreen	Light Chain Deposition Disease	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MIDD
LHCDD	LimeGreen	Light and Heavy Chain Deposition Disease	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MIDD
HCDD	LimeGreen	Heavy Chain Deposition Disease	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	MIDD
SAM	LimeGreen	Smouldering (Asymptomatic) Myeloma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PCM
NSM	LimeGreen	Non-Secretory Myeloma	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PCM
PCL	LimeGreen	Plasma Cell Leukemia	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PCM
PCNAPS	LimeGreen	Plasma Cell Neoplasms with Associated Paraneoplastic Syndrome	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	PCN
HGBLNOSMYCBCL6	LimeGreen	High-Grade B-Cell Lymphoma, NOS, with MYC and BCL6 Rearrangements	B-Cell Lymphoid Proliferations and Lymphomas			Hematopoietic	HGBCL
GNT	Gray	Glioneuronal and Neuronal Tumors	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	GGNT
CMMN	Gray	Circumscribed Meningeal Melanocytic Neoplasms	Melanocytic Tumors			CNS/Brain	PCNSMT
ADIFG	Gray	Adult-Type Diffuse Glioma	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	DIFG
GGNT	Gray	Gliomas, Glioneuronal Tumors, and Neuronal Tumors	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	BRAIN
MBLMD	Gray	Medulloblastomas, Molecularly Defined	Embryonal Tumor			CNS/Brain	MBL
CPSNT	Gray	Cranial and Paraspinal Nerve Tumors	Cranial and Paraspinal Nerve Tumors			Peripheral Nervous System	PNS
CAG	Gray	Circumscribed Astrocytic Gliomas	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	GGNT
MBLHD	Gray	Medulloblastomas, Histologically Defined	Embryonal Tumor			CNS/Brain	MBL
PDIFLG	Gray	Pediatric-Type Diffuse Low-Grade Glioma	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	DIFG
OCNSET	Gray	Other CNS Embryonal Tumors	Embryonal Tumor			CNS/Brain	EMBT
DMTSMARCB1	Gray	Desmoplastic Myxoid Tumor of The Pineal Region, SMARCB1-Mutant	Pineal Tumor			CNS/Brain	PINT
TSTM	Gray	Teratoma with Somatic-Type Malignancy	Germ Cell Tumor			CNS/Brain	BGCT
PTB	Gray	Pituitary Blastoma	Sellar Tumor			CNS/Brain	SELT
PFN	Gray	Plexiform Neurofibroma	Cranial and Paraspinal Nerve Tumors			Peripheral Nervous System	NFIB
PN	Gray	Perineurioma	Cranial and Paraspinal Nerve Tumors			Peripheral Nervous System	CPSNT
HNST	Gray	Hybrid Nerve Sheath Tumors	Cranial and Paraspinal Nerve Tumors			Peripheral Nervous System	NST
CNET	Gray	Cribriform Neuroepithelial Tumor	Embryonal Tumor			CNS/Brain	OCNSET
CNSNFOXR2	Gray	CNS Neuroblastoma, FOXR2-Activated	Embryonal Tumor			CNS/Brain	OCNSET
CNSBCORITD	Gray	CNS Tumor with BCOR Internal Tandem Duplication	Embryonal Tumor			CNS/Brain	OCNSET
CNSET	Gray	CNS Embryonal Tumor, NEC/NOS	Embryonal Tumor			CNS/Brain	OCNSET
DMMN	Gray	Diffuse Meningeal Melanocytic Neoplasms	Melanocytic Tumors			CNS/Brain	PCNSMT
MMC	Gray	Meningeal Melanocytosis	Melanocytic Tumors			CNS/Brain	DMMN
MMM	Gray	Meningeal Melanomatosis	Melanocytic Tumors			CNS/Brain	DMMN
MNMT	Gray	Mesenchymal, Non-Meningothelial Tumors Involving the CNS	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	BRAIN
VT	Gray	Vascular Tumors	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	MNMT
CVH	Gray	Cavernous Haemangioma	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	VT
CPH	Gray	Capillary Haemangioma	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	VT
AVM	Gray	Arteriovenous Malformation	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	VT
HB	Gray	Haemangioblastoma	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	VT
TUD	Gray	Tumors of Uncertain Differentiation	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	MNMT
IMTFET-CREB	Gray	Intracranial Mesenchymal Tumor, FET-CREB Fusion–Positive	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	TUD
PIS	Gray	Primary Intracranial Sarcoma, DICER1-Mutant	Mesenchymal, Non-Meningothelial Tumors			CNS/Brain	TUD
ASTR2	Gray	Astrocytoma, IDH-Mutant, Grade 2	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	ASTR
ASTR3	Gray	Astrocytoma, IDH-Mutant, Grade 3	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	ASTR
ASTR4	Gray	Astrocytoma, IDH-Mutant, Grade 4	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	ASTR
ODG2	Gray	Oligodendroglioma, IDH-mutant, and 1p/19q-Codeleted, Grade 2	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	ODG
ODG3	Gray	Oligodendroglioma, IDH-mutant, and 1p/19q-Codeleted, Grade 3	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	ODG
DLGGMAPK	Gray	Diffuse Low-Grade Glioma, MAPK Pathway-Altered	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	PDIFLG
PDIFHG	Gray	Pediatric-Type Diffuse High-Grade Glioma	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	DIFG
DMG	Gray	Diffuse Midline Glioma, H3 K27-Altered	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	PDIFHG
DHG	Gray	Diffuse Hemispheric Glioma, H3 G34-Mutant	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	PDIFHG
DPHGG	Gray	Diffuse Pediatric-Type High-Grade Glioma, H3-Wildtype and IDH-Wildtype	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	PDIFHG
IHG	Gray	Infant-Type Hemispheric Glioma	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	PDIFHG
HAPF	Gray	High-Grade Astrocytoma with Piloid Features	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	CAG
SGCA	Gray	Subependymal Giant Cell Astrocytoma	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	CAG
DGTONC	Gray	Diffuse Glioneuronal Tumor with Oligodendroglioma-Like Features and Nuclear Clusters	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	DNT
MGT	Gray	Myxoid Glioneuronal Tumor	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	GNT
DLGT	Gray	Diffuse Leptomeningeal Glioneuronal Tumor	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	GNT
MVNT	Gray	Multinodular and Vacuolating Neuronal Tumor	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	GNT
SUENOS	Gray	Supratentorial Ependymoma, NOS	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	EPMT
SUEZFTA	Gray	Supratentorial Ependymoma, ZFTA Fusion-Positive	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	EPMT
SUEYAP1	Gray	Supratentorial Ependymoma, YAP1 Fusion-Positive	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	EPMT
PFENOS	Gray	Posterior Fossa Ependymoma, NOS	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	EPMT
PFAE	Gray	Posterior Fossa Group A (PFA) Ependymoma	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	EPMT
PFBE	Gray	Posterior Fossa Group B (PFB) Ependymoma	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	EPMT
SENOS	Gray	Spinal Ependymoma, NOS	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	EPMT
SEMYCN	Gray	Spinal Ependymoma, MYCN-amplified	Gliomas, Glioneuronal Tumors, and Neuronal Tumors			CNS/Brain	EPMT
MBLSHHTP53W	Gray	Medulloblastoma, SHH-Activated and TP53-Wildtype	Medulloblastoma			CNS/Brain	MBLSHH
MBLSHHTP53M	Gray	Medulloblastoma, SHH-Activated and TP53-Mutant	Medulloblastoma			CNS/Brain	MBLSHH
HEMATOPOIETIC	LightSalmon	Hematopoietic	Hematopoietic Origin			Tissue	TISSUE
