primary	secondary	tertiary	quaternary	quinternary	metamaintype	metacolor	metanci	metaumls	metanccn
Lymphoid (LYMPH)	T-Lymphoblastic Leukemia/Lymphoma (TLL)	Provisional Entity: Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)				LimeGreen			
Lymphoid (LYMPH)	Rosai-Dorfman Disease (RDD)								
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Histiocytic Sarcoma (HS)				LightSalmon			
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Langerhans Cell Histiocytosis (LCH)				LightSalmon			
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Langerhans Cell Sarcoma (LCS)				LightSalmon			
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Indeterminate Dendritic Cell Tumor (IDCT)				LightSalmon			
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Interdigitating Dendritic Cell Sarcoma (IDCS)				LightSalmon			
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Follicular Dendritic Cell Sarcoma (FDCS)				LightSalmon			
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Fibroblastic Reticular Cell Tumor (FRCT)				LightSalmon			
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Disseminated Juvenile Xanthogranuloma (JXG)				LightSalmon			
Myeloid (MYELOID)	Histiocytic and Dendritic Cell Neoplasms (HDCN)	Erdheim-Chester Disease (ECD)				LightSalmon			
Myeloid (MYELOID)	Myeloproliferative Neoplasms (MPN)	Chronic Myeloid Leukemia, BCR-ABL1+ (CMLBCRABL1)				LightSalmon			
Myeloid (MYELOID)	Myeloproliferative Neoplasms (MPN)	Chronic Neutrophilic Leukemia (CNL)				LightSalmon			
Myeloid (MYELOID)	Myeloproliferative Neoplasms (MPN)	Polycythemia Vera (PV)				LightSalmon			
Myeloid (MYELOID)	Myeloproliferative Neoplasms (MPN)	Primary Myelofibrosis (PMF)	Primary Myelofibrosis, Prefibrotic/Early Stage (PMFPES)			LightSalmon			
Myeloid (MYELOID)	Myeloproliferative Neoplasms (MPN)	Primary Myelofibrosis (PMF)	Primary Myelofibrosis,Overt Fibrotic Stage  (PMFOFS)			LightSalmon			
Myeloid (MYELOID)	Myeloproliferative Neoplasms (MPN)	Essential Thrombocythemia (ET)				LightSalmon			
Myeloid (MYELOID)	Myeloproliferative Neoplasms (MPN)	Chronic Eosinophilic Leukemia, NOS (CELNOS)				LightSalmon			
Myeloid (MYELOID)	Myeloproliferative Neoplasms (MPN)	Myeloproliferative Neoplasms, Unclassifiable (MPNU)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic/Myeloproliferative Neoplasms (MDS/MPN)	Chronic Myelomonocytic Leukemia (CMML)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic/Myeloproliferative Neoplasms (MDS/MPN)	Atypical Chronic Myeloid Leukemia, BCR-ABL1- (aCML)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic/Myeloproliferative Neoplasms (MDS/MPN)	Juvenile Myelomonocytic Leukemia (JMML)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic/Myeloproliferative Neoplasms (MDS/MPN)	MDS/MPN with Ring Sideroblasts and Thrombocytosis (MDSMPNRST)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic/Myeloproliferative Neoplasms (MDS/MPN)	MDS/MPN, Unclassifiable (MDSMPNU)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic Syndromes (MDS)	MDS with Single Lineage Dysplasia (MDSSLD)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic Syndromes (MDS)	MDS with Ring Sideroblasts (MDSRS)	MDS with Ring Sideroblasts and Single Lineage Dysplasia (MDSRSSLD)			LightSalmon			
Myeloid (MYELOID)	Myelodysplastic Syndromes (MDS)	MDS with Ring Sideroblasts (MDSRS)	MDS with Ring Sideroblasts and Multilineage Dysplasia (MDSRSMD)			LightSalmon			
Myeloid (MYELOID)	Myelodysplastic Syndromes (MDS)	MDS with Multilineage Dysplasia (MDSMD)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic Syndromes (MDS)	MDS with Excess Blasts (MDSEB)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic Syndromes (MDS)	MDS with Isolated Del(5q) (MDSID5Q)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic Syndromes (MDS)	MDS, Unclassifiable (MDSU)				LightSalmon			
Myeloid (MYELOID)	Myelodysplastic Syndromes (MDS)	Provisional Entity: Refractory Cytopenia of Childhood (RCYC)				LightSalmon			
Myeloid (MYELOID)	Mastocytosis (MCD)	Cutaneous Mastocytosis (CMCD)				LightSalmon			
Myeloid (MYELOID)	Mastocytosis (MCD)	Systemic Mastocytosis (SM)	Indolent Systemic Mastocytosis (ISM)			LightSalmon			
Myeloid (MYELOID)	Mastocytosis (MCD)	Systemic Mastocytosis (SM)	Smoldering Systemic Mastocytosis (SSM)			LightSalmon			
Myeloid (MYELOID)	Mastocytosis (MCD)	Systemic Mastocytosis (SM)	Systemic Mastocytosis with an Associated Hematological Neoplasm (SMAHN)			LightSalmon			
Myeloid (MYELOID)	Mastocytosis (MCD)	Systemic Mastocytosis (SM)	Aggressive Systemic Mastocytosis (ASM)			LightSalmon			
Myeloid (MYELOID)	Mastocytosis (MCD)	Systemic Mastocytosis (SM)	Mast Cell Leukemia (SMMCL)			LightSalmon			
Myeloid (MYELOID)	Mastocytosis (MCD)	Mast Cell Sarcoma (MCSL)				LightSalmon			
Myeloid (MYELOID)	Myeloid Neoplasms with Germ Line Predisposition (MNGLP)					LightSalmon			
Myeloid (MYELOID)	Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN)					LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	AML with t(8;21)(q22;q22.1);RUNX1-RUNX1T1 (AMLRUNX1RUNX1T1)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	AML with inv(16)(p13.1q22) or t(16;16)(p13.1;q22);CBFB-MYH11 (AMLCBFBMYH11)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	APL with PML-RARA (APLPMLRARA)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	AML with t(9;11)(p21.3;q23.3);MLLT3-KMT2A (AMLMLLT3KMT2A)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	AML with t(6;9)(p23;q34.1);DEK-NUP214 (AMLDEKNUP214)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM (AMLGATA2MECOM)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	AML (megakaryoblastic) with t(1;22)(p13.3;q13.3);RBM15-MKL1 (AMLRBM15MKL1)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	AML with Biallelic Mutations of CEBPA (AMLCEBPA)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	AML with Mutated NPM1 (AMLNPM1)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	Provisional entity: AML with Mutated RUNX1 (AMLRUNX1)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Recurrent Genetic Abnormalities (AMLRGA)	Provisional entity: AML with BCR-ABL1 (AMLBCRABL1)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML with Myelodysplasia-Related Changes (AMLMRC)				LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	AML with Minimal Differentiation (AMLMD)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	AML without Maturation (AWM)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	AML with Maturation (AM)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	Acute Myelomonocytic Leukemia (AMML)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	Acute Monoblastic/Monocytic Leukemia (AMLM5)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	Pure Erythroid Leukemia (PERL)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	Acute Megakaryoblastic Leukemia (AMKL)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	Acute Basophilic Leukemia (ABL)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	AML, NOS (AMLNOS)	Acute Panmyelosis with Myelofibrosis (APMF)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	Myeloid Sarcoma (MS)				LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	Myeloid Proliferations Related to Down Syndrome (MPRDS)	Transient Abnormal Myelopoiesis (TAM)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	Myeloid Proliferations Related to Down Syndrome (MPRDS)	Myeloid Leukemia Associated with Down Syndrome (MLADS)			LightSalmon			
Myeloid (MYELOID)	Acute Myeloid Leukemia (AML)	Therapy-Related Myeloid Neoplasms (TMN)				LightSalmon			
Myeloid (MYELOID)	Acute Leukemias of Ambiguous Lineage (ALAL)	Acute Undifferentiated Leukemia (AUL)				LightSalmon			
Myeloid (MYELOID)	Acute Leukemias of Ambiguous Lineage (ALAL)	Mixed Phenotype Acute Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1 (MPALBCRABL1)				LightSalmon			
Myeloid (MYELOID)	Acute Leukemias of Ambiguous Lineage (ALAL)	Mixed Phenotype Acute Leukemia with t(v;11q23.3); KMT2A Rearranged (MPALKMT2A)				LightSalmon			
Myeloid (MYELOID)	Acute Leukemias of Ambiguous Lineage (ALAL)	Mixed Phenotype Acute Leukemia, B/Myeloid, NOS (MPALBNOS)				LightSalmon			
Myeloid (MYELOID)	Acute Leukemias of Ambiguous Lineage (ALAL)	Mixed Phenotype Acute Leukemia, T/Myeloid, NOS (MPALTNOS)				LightSalmon			
Myeloid (MYELOID)	Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of  PDGFRA/PDGFRB or FGFR1 or with PCM1-JAK2 (MLNER)	Myeloid/Lymphoid Neoplasms with PDGFRA Rearrangement (MLNPDGFRA)				LightSalmon			
Myeloid (MYELOID)	Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of  PDGFRA/PDGFRB or FGFR1 or with PCM1-JAK2 (MLNER)	Myeloid/Lymphoid Neoplasms with PDGFRB Rearrangement (MLNPDGFRB)				LightSalmon			
Myeloid (MYELOID)	Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of  PDGFRA/PDGFRB or FGFR1 or with PCM1-JAK2 (MLNER)	Myeloid/Lymphoid Neoplasms with FGFR1 Rearrangement (MLNFGFR1)				LightSalmon			
Myeloid (MYELOID)	Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of  PDGFRA/PDGFRB or FGFR1 or with PCM1-JAK2 (MLNER)	Provisional entity: Myeloid/Lymphoid Neoplasms with PCM1-JAK2 (MLNPCM1JAK2)				LightSalmon			
